Mx,My,Mz,Mm,APFx,APFy,APFz,APFm,varAPF,RMSx,RMSy,RMSz,RMSm,SDx,SDy,SDz,SDm,MMx,MMy,MMz,MMm,Cxy,Cxz,Cyz,Class
-9.292726602719998,3.1963461172,6.150054276880001,27.938097147595837,25.0,30.0,21.0,28.0,13.555555555555557,21.362366810782426,20.8190409506218,26.061648784240028,39.610512736080125,19.23527873584156,20.572210323704354,25.32560699656594,28.07944883694591,113.23540115,113.9078865,172.33062745,135.77811334034317,-0.6332020546117274,-0.13889657139057512,0.27880862906607956,0.0
-6.915513843519999,2.3724596409600003,7.899238483680002,27.468303718352562,22.0,26.0,18.0,26.0,10.666666666666666,18.32902859786595,20.86918131461877,25.800515556653462,37.909663953574416,16.974361773612316,20.733889263581236,24.56152752511672,26.12728290330392,113.23540115,113.9078865,172.33062745,130.89003444549368,-0.6920505238076512,-0.14780561508283366,0.233432593651847,0.0
-1.6190566060000002,0.68647868096,4.385631117520002,9.844784867074457,27.0,28.0,26.0,23.0,0.6666666666666666,7.418540386157651,8.865399133505973,9.241886633380501,14.800084857921519,7.239709743326722,8.838780957629615,8.13502970156209,11.050915017440841,62.16516209,92.35299874,37.41036034,75.2387918477391,-0.6745275081349076,0.06635610231956232,0.008436930069871364,0.0
-2.29646904,1.8247488969599999,3.964861614080001,7.804413878485198,31.0,31.0,27.0,25.0,3.555555555555556,9.04980085799413,7.627757749532237,7.817348648410431,14.184235042669902,8.753577869515572,7.406279750900068,6.737270387330416,11.84413980663064,52.77285481,64.10473443000001,50.34361267999999,50.81986906185545,-0.7384110492573891,-0.297787328015919,0.31217554589472546,0.0
-8.805595684240002,2.4078393869599997,5.3518240876,25.06753995779353,25.0,27.0,20.0,28.0,8.666666666666666,20.122449304519183,19.035556957905822,24.436174854153265,36.93767773173313,18.0934919420945,18.88265707426476,23.842915518831518,27.129513019547527,109.60919953000001,103.0631237,169.04972076,125.29300629210935,-0.6790709507236156,-0.08645862476195412,0.20007400981568235,0.0
-7.6812812383199995,1.89940183728,6.050051427119999,26.246029256765414,18.0,19.0,17.0,25.0,0.6666666666666666,18.885480464820304,18.341384357705934,24.993904307967373,36.301005565962484,17.252805305947856,18.242769877889643,24.25061092601655,25.078057208505072,109.60919953000001,103.0631237,169.04972076,123.46316079973282,-0.6436411439988167,-0.004435405276697945,0.1420846015352567,0.0
-2.72838751,3.0087853759199996,5.2504268856800005,10.761907720038925,26.0,25.0,25.0,25.0,0.22222222222222224,8.09204061517849,6.524466774659733,9.772346199972691,14.267043781507708,7.618203391415476,5.789289874871415,8.24207302626283,9.366423035973995,63.73374367,31.14861012,38.06368637,56.28576786533683,-0.6321541515689544,0.16875542064735075,-0.23101714278558877,0.0
-1.1769530239200001,1.79595147336,2.6816369239999998,5.345347379388707,35.0,36.0,33.0,29.0,1.5555555555555554,6.651380572447185,4.996912877133589,5.139323438162023,9.778683307236863,6.546422312913629,4.663013682909319,4.38422955716068,8.188400858341947,63.73374367,31.14861012,36.28161049,56.57306140759596,-0.717965222934604,-0.10039506741787901,0.20096124288562614,0.0
-7.44904375656,4.337532995999999,5.90286150552,20.904813040521358,30.0,31.0,28.0,25.0,1.5555555555555554,18.797691759584264,18.134738405582485,22.612695519158684,34.547879112464045,17.25876480519961,17.60836575459289,21.828656044036,27.505358439952715,102.17039681,102.58577728,154.94923401,124.33510698574489,-0.7295639104808382,-0.20765266651973754,0.15274108602258707,0.0
-8.14583148736,-0.9642365609599998,7.327402972880001,28.72794858154461,19.0,22.0,20.0,22.0,1.5555555555555556,19.296939389113092,20.904381577200795,24.07438397080656,37.26849879571412,17.493350141314806,20.882131523858384,22.932185444193,23.7412293864971,102.17039681,102.58577728,154.94923401,122.01713553731018,-0.7212766832756555,-0.10783457065087097,0.08327651570834547,0.0
