Mx,My,Mz,Mm,APFx,APFy,APFz,APFm,varAPF,RMSx,RMSy,RMSz,RMSm,SDx,SDy,SDz,SDm,MMx,MMy,MMz,MMm,Cxy,Cxz,Cyz,Class
-0.06079222433333332,0.025647509166666648,0.0910693725,0.42430816560951323,13.0,17.0,16.0,16.0,2.888888888888889,0.276703286425128,0.5912542483021589,0.23557419247104291,0.6940039589312162,0.26994261275143666,0.5906977157640757,0.2172592220156378,0.5491849193207068,2.05040169,3.67951656,1.33901262,3.176838700401262,0.4064904551002603,0.855431715742714,0.32072360977428693,0.0
-0.017290020166666666,0.061357517833333326,0.23507670583333337,0.38243186896116643,15.0,17.0,17.0,17.0,0.8888888888888888,0.25832145096600306,0.20117070276416024,0.40640695138309024,0.5218871849473837,0.25774217200880684,0.1915852464464795,0.33152006350603563,0.35512265404388654,1.6907591800000001,0.92550253,1.92643023,2.210635543439347,0.34210521099660335,0.8373068529337322,0.3248495174212344,0.0
-0.044780921833333334,-0.09814515516666668,-0.04690008966666667,0.8183239337505701,16.0,16.0,17.0,18.0,0.22222222222222224,0.7353190389349943,0.46704056510454106,0.5762670811559648,1.0444638468120704,0.733954193434468,0.45661188986981044,0.5743554042692329,0.6490382629309774,3.8804087600000003,2.32305502,3.23360348,3.1078719799474332,0.04018366073956449,0.30563479089399226,0.38045782844431686,0.0
-0.09929748383333335,-0.12362136083333333,-0.10435701266666667,0.9613711646557875,14.0,17.0,16.0,18.0,1.5555555555555556,0.7640264860013575,0.5641757241123339,0.5978977643452715,1.1222800254830931,0.7575463556878559,0.5504652639571281,0.5887200952204391,0.5790318984017264,3.8468699500000003,2.52361559,2.65555048,3.126110342548252,-0.07056794044616901,0.26240966173652236,0.26056557526674257,0.0
-0.054300800833333315,0.04524171333333333,0.22267258933333334,0.5831523151433591,16.0,18.0,16.0,20.0,0.8888888888888888,0.37249975012953207,0.3730012721405453,0.4554752881571244,0.6966661689696468,0.3685206736065463,0.37024739890123415,0.3973344385796483,0.38115236891535254,1.75805998,2.09940457,2.04000902,1.4466830517811047,-0.05277373402782713,0.6253909421283006,0.16270673648102,0.0
-0.07902405299999998,0.008189916833333333,0.09421308783333335,0.3944692185357083,16.0,16.0,14.0,19.0,0.888888888888889,0.24982436113680775,0.25353047917975763,0.24984798188047133,0.43487231383507974,0.2369966465266277,0.25339816324389686,0.2314042094056479,0.18305180951879063,1.49542713,1.23945046,0.9484529500000001,0.7987311166300852,0.46166534578832513,0.7275046905847261,0.6031410244778507,0.0
-0.13116506,0.002399730333333332,0.09392628666666666,0.3542465135190926,18.0,13.0,13.0,16.0,5.5555555555555545,0.18869345351435057,0.24235134880930997,0.22970903872862383,0.38354352835433503,0.1356500882210136,0.24233946761520112,0.20962846931330573,0.14702056251443185,0.57386589,1.11221981,0.8883414299999999,0.6014512743420524,0.23252642507924404,0.5698766465664822,0.5265953185354478,0.0
0.08648296183333333,-0.15681555283333334,0.8029236839999999,1.1958536986591537,18.0,14.0,13.0,11.0,4.666666666666667,0.4640631746844138,1.5417147225807175,1.959734166802574,2.5362959055389602,0.45593346818446107,1.53371873829973,1.7877000761328081,2.2366785311834416,3.6605124499999997,12.65361262,11.53746962,10.672736824442095,-0.7316974766185873,-0.03408601628061925,0.016395998878753464,0.0
-8.165252240333334,3.6653555355,3.4892414570000008,14.687411597010481,14.0,16.0,10.0,11.0,6.222222222222221,14.203273182588077,8.655911573599433,12.87112085282054,21.031488922021424,11.621601651706925,7.84155430819376,12.389146300801531,15.053354006901984,51.94097138,42.304398539999994,49.63378143,55.23372295904591,-0.6365908676664768,-0.032072607262262735,0.2950576089530722,0.0
-14.411402905166666,3.6542305779999995,11.388863453999997,38.30712274483582,10.0,11.0,9.0,12.0,0.6666666666666666,23.982237925570075,23.44660365731651,30.981805592801066,45.65920757932685,19.169225394459882,23.1600911471889,28.81260257276774,24.84607783502542,93.13856506,111.53523254,147.66931152,105.54246166710489,-0.63564569576567,-0.25859110830345267,0.24422646878226076,0.0
